school_name,school_rank,school_address
郑州电子信息职业技术学院,489,河南省
郑州电子商务职业学院,859,河南省
郑州科技学院,557,河南省
郑州经贸学院,434,河南省
郑州美术学院,488,河南省
郑州职业技术学院,1779,河南省
郑州航空工业管理学院,592,河南省
郑州西亚斯学院,1388,河南省
郑州警察学院,1788,河南省
郑州财税金融职业学院,1751,河南省
郑州财经学院,1304,河南省
郑州轨道工程职业学院,1780,河南省
郑州软件职业技术学院,1314,河南省
郑州轻工业大学,182,河南省
郑州铁路职业技术学院,939,河南省
郑州食品工程职业学院,1784,河南省
郑州黄河护理职业学院,429,河南省
鄂尔多斯应用技术学院,359,内蒙古自治区
鄂尔多斯生态环境职业学院,610,内蒙古自治区
鄂尔多斯职业学院,1219,内蒙古自治区
鄂州职业大学,1528,湖北省
金华职业技术大学,1729,浙江省
金山职业技术学院,1000,江苏省
金肯职业技术学院,848,江苏省
金陵科技学院,257,江苏省
钟山职业技术学院,1532,江苏省
铁岭卫生职业学院,1455,辽宁省
铁岭师范高等专科学校,722,辽宁省
铜陵学院,1740,安徽省
铜陵职业技术学院,910,安徽省
锡林郭勒职业学院,839,内蒙古自治区
锦州医科大学,979,辽宁省
锦州医科大学医疗学院,1122,辽宁省
锦州师范高等专科学校,1157,辽宁省
镇江市高等专科学校,1451,江苏省
长垣烹饪职业技术学院,1637,河南省
长春东方职业学院,1073,吉林省
长春中医药大学,835,吉林省
长春人文学院,411,吉林省
长春信息技术职业学院,1698,吉林省
长春健康职业学院,518,吉林省
长春光华学院,1273,吉林省
长春医学高等专科学校,787,吉林省
长春大学,253,吉林省
长春大学旅游学院,754,吉林省
长春工业大学,177,吉林省
长春工业大学人文信息学院,825,吉林省
长春工程学院,254,吉林省
长春师范大学,225,吉林省
长春师范高等专科学校,427,吉林省
长春建筑学院,1081,吉林省
长春数字科技职业学院,1776,吉林省
长春早期教育职业学院,1575,吉林省
长春汽车职业技术大学,802,吉林省
长春理工大学,96,吉林省
长春电子科技学院,1470,吉林省
长春科技学院,1566,吉林省
长春职业技术大学,1028,吉林省
长春财经学院,1092,吉林省
长春金融高等专科学校,428,吉林省
长江大学,137,湖北省
长江大学文理学院,692,湖北省
长江职业学院,547,湖北省
长治医学院,849,山西省
长治学院,303,山西省
长治幼儿师范高等专科学校,680,山西省
长治职业技术学院,1631,山西省
长白山职业技术学院,962,吉林省
闽北职业技术学院,998,福建省
闽南师范大学,228,福建省
闽南理工学院,1601,福建省
闽南科技学院,1656,福建省
闽江学院,212,福建省
闽江师范高等专科学校,1454,福建省
闽西职业技术学院,1758,福建省
阜新高等专科学校,1134,辽宁省
阜阳师范大学,279,安徽省
阜阳幼儿师范高等专科学校,1714,安徽省
阜阳理工学院,864,安徽省
阜阳科技职业学院,1031,安徽省
阜阳职业技术学院,706,安徽省
防灾科技学院,271,河北省
阳光学院,711,福建省
阳泉师范高等专科学校,1223,山西省
阳泉职业技术学院,1792,山西省
阿拉善职业技术学院,737,内蒙古自治区
随州职业技术学院,1344,湖北省
集宁师范学院,357,内蒙古自治区
集美大学,125,福建省
集美大学诚毅学院,1360,福建省
集美工业职业学院,1296,福建省
青岛农业大学,157,山东省
青岛农业大学海都学院,1602,山东省
青岛城市学院,922,山东省
青岛大学,80,山东省
青岛工学院,652,山东省
青岛工程职业学院,504,山东省
青岛幼儿师范高等专科学校,1066,山东省
青岛恒星科技学院,796,山东省
青岛求实职业技术学院,1542,山东省
青岛港湾职业技术学院,584,山东省
青岛滨海学院,1692,山东省
青岛理工大学,152,山东省
青岛电影学院,435,山东省
青岛科技大学,119,山东省
青岛职业技术学院,649,山东省
青岛航空科技职业学院,1661,山东省
青岛远洋船员职业学院,1700,山东省
青岛酒店管理职业技术学院,1205,山东省
青岛飞洋职业技术学院,1465,山东省
青岛黄海学院,1018,山东省
鞍山师范学院,314,辽宁省
鞍山职业技术学院,1297,辽宁省
首都体育学院,871,北京市
首都医科大学,1275,北京市
首都师范大学,68,北京市
首都师范大学科德学院,1735,北京市
首都经济贸易大学,1047,北京市
首钢工学院,1045,北京市
马鞍山学院,1556,安徽省
马鞍山师范高等专科学校,1155,安徽省
马鞍山职业技术学院,534,安徽省
驻马店农业工程职业学院,529,河南省
驻马店幼儿师范高等专科学校,1626,河南省
驻马店职业技术学院,1766,河南省
鲁东大学,167,山东省
鲁迅美术学院,506,辽宁省
鹤壁汽车工程职业学院,586,河南省
鹤壁职业技术学院,1423,河南省
鹤壁能源化工职业学院,1209,河南省
鹤岗师范高等专科学校,423,黑龙江省
鹰潭卫生职业学院,1364,江西省
鹰潭职业技术学院,642,江西省
黄冈师范学院,252,湖北省
黄冈职业技术学院,823,湖北省
黄山健康职业学院,418,安徽省
黄山学院,327,安徽省
黄山职业技术学院,1117,安徽省
黄河交通学院,1573,河南省
黄河水利职业技术大学,1507,河南省
黄河科技学院,1365,河南省
黄淮学院,302,河南省
黎明职业大学,1731,福建省
黑河学院,369,黑龙江省
黑龙江三江美术职业学院,1537,黑龙江省
黑龙江东方学院,608,黑龙江省
黑龙江中医药大学,1280,黑龙江省
黑龙江交通职业技术学院,1435,黑龙江省
黑龙江八一农垦大学,205,黑龙江省
黑龙江公安警官职业学院,658,黑龙江省
黑龙江农业工程职业学院,1802,黑龙江省
黑龙江农业经济职业学院,1291,黑龙江省
黑龙江农业职业技术学院,773,黑龙江省
黑龙江农垦职业学院,1428,黑龙江省
黑龙江冰雪体育职业学院,1328,黑龙江省
黑龙江司法警官职业学院,626,黑龙江省
黑龙江商业职业学院,1261,黑龙江省
黑龙江外国语学院,747,黑龙江省
黑龙江大学,113,黑龙江省
黑龙江工业学院,383,黑龙江省
黑龙江工商学院,1540,黑龙江省
黑龙江工程学院,292,黑龙江省
黑龙江工程学院昆仑旅游学院,1777,黑龙江省
黑龙江幼儿师范高等专科学校,567,黑龙江省
黑龙江建筑职业技术学院,1592,黑龙江省
黑龙江护理高等专科学校,1477,黑龙江省
黑龙江旅游职业技术学院,1462,黑龙江省
黑龙江林业职业技术学院,1595,黑龙江省
黑龙江民族职业学院,440,黑龙江省
黑龙江生态工程职业学院,1176,黑龙江省
黑龙江科技大学,270,黑龙江省
黑龙江职业学院,1115,黑龙江省
黑龙江能源职业学院,937,黑龙江省
黑龙江艺术职业学院,1548,黑龙江省
黑龙江财经学院,1016,黑龙江省
齐鲁医药学院,1393,山东省
齐鲁工业大学,102,山东省
齐鲁师范学院,296,山东省
齐鲁理工学院,600,山东省
齐齐哈尔医学院,551,黑龙江省
齐齐哈尔大学,260,黑龙江省
齐齐哈尔工程学院,970,黑龙江省
齐齐哈尔理工职业学院,1169,黑龙江省
齐齐哈尔立德健康职业学院,1607,黑龙江省
齐齐哈尔高等师范专科学校,637,黑龙江省
龙岩学院,273,福建省
